Beach,rank_sum_det,rank_sum_stoch20d,rank_Sum_MC1000,County,ccGenSubUn,ccMeanDens,ccCofVar,nYearsSurv,ccCount,meanSurvLe,ccDensClas,cmMeanDens,cmCofVar,cmCount,cmDensClas,dcMeanDens,dcCofVar,dcCount,dcDensClas,eiCount,lkCount,eiPresent,lkPresent,geometry_wkt
Beach Club Drive (North),100,116,50,St. Johns,NO,8.482,0.33441484,5,123,2.9,MED,0.686,0.50292602,10,MED,0.136,1.36930639,2,LOW,0,0,NO,NO,"MULTILINESTRING ((-81.37073 30.21709, -81.36883 30.21066, -81.36896 30.21106, -81.36735 30.20528, -81.36577 30.19983, -81.36523 30.19808, -81.36451 30.19562, -81.36396 30.19355))"
Beach Club Drive (South),181,173,131,St. Johns,NO,12.734,0.20384876,5,382,6,MED,0.832,0.78688794,25,MED,0.2,1.08339743,6,MED,0,0,NO,NO,"MULTILINESTRING ((-81.36396 30.19355, -81.36378 30.19284, -81.36325 30.19091, -81.36241 30.18774, -81.36124 30.18321, -81.36098 30.18239, -81.3603 30.1799, -81.35979 30.17773, -81.3593 30.17589, -81.35882 30.1742, -81.3573 30.16845, -81.35692 30.167, -81.35632 30.16475, -81.35582 30.16277, -81.3554 30.16118, -81.35494 30.15919, -81.35449 30.15754, -81.35418 30.15617, -81.35376 30.15429, -81.353 30.15146, -81.35249 30.14924, -81.35203 30.1473, -81.35162 30.14572, -81.35109 30.14365, -81.35042 30.14111))"
Big Hickory Island,43,13,15,Lee,SW,4.778,0.51041953,5,43,1.8,LOW,0,999.999,0,not present,0,999.999,0,not present,0,0,NO,NO,"MULTILINESTRING ((-81.86508 26.3777, -81.86606 26.37843, -81.86694 26.37856, -81.86737 26.37858, -81.86764 26.37853, -81.8678 26.37847, -81.86787 26.37839, -81.86786 26.37823, -81.86776 26.37804, -81.8677 26.37772, -81.86745 26.37738, -81.86719 26.37698, -81.86699 26.37663, -81.86681 26.37626, -81.86661 26.37597, -81.86633 26.37567, -81.86596 26.37515, -81.86582 26.37477, -81.86569 26.3743, -81.86543 26.37381, -81.86515 26.37333, -81.86473 26.37268, -81.86454 26.37208, -81.86427 26.37138, -81.864 26.3706, -81.86381 26.37007, -81.86357 26.36952, -81.86326 26.36899, -81.86304 26.36863, -81.86291 26.36828, -81.86273 26.36793, -81.86255 26.36764, -81.86235 26.36726, -81.86214 26.36682, -81.86197 26.36662, -81.86178 26.36662, -81.86157 26.36664))"
Big Pine Key,48,111,162,Monroe,SE,2.2,0.88710924,5,33,3,LOW,0,999.999,0,not present,0,999.999,0,not present,0,0,NO,NO,"MULTILINESTRING ((-81.33895 24.63998, -81.33913 24.63984, -81.33944 24.63971, -81.3404 24.63904, -81.34073 24.63899, -81.34273 24.63809, -81.34336 24.63792, -81.34388 24.63774, -81.34402 24.63763, -81.34491 24.63691, -81.34558 24.63644, -81.34592 24.63629, -81.34634 24.63611, -81.34655 24.63584, -81.34715 24.63575, -81.3476 24.63554, -81.34806 24.63556, -81.34851 24.63578, -81.3493 24.63557, -81.34996 24.63559, -81.35061 24.63555, -81.35121 24.63541, -81.35176 24.63535, -81.35221 24.63533, -81.3529 24.6351, -81.35382 24.63471, -81.35473 24.6345, -81.35562 24.6342, -81.3561 24.63425, -81.35729 24.63394))"
Biscayne National Park,87,86,190,Miami-Dade,SE,4.39,0.52403435,5,53,2.4,LOW,0.086,2.23606798,1,LOW,0,999.999,0,not present,0,0,NO,NO,"MULTILINESTRING ((-80.20344 25.41727, -80.20342 25.4168, -80.2033 25.41603, -80.20342 25.41554, -80.20352 25.41514), (-80.19969 25.43352, -80.19965 25.43383, -80.19957 25.43409, -80.19941 25.43423), (-80.18923 25.46368, -80.18943 25.46333), (-80.18532 25.47191, -80.18547 25.47165, -80.18559 25.47129, -80.18576 25.47079, -80.1858 25.47057, -80.18576 25.47042), (-80.18998 25.4742, -80.19032 25.47334, -80.19093 25.47291), (-80.17928 25.48102, -80.17956 25.48069, -80.17978 25.48016, -80.17999 25.4796, -80.18016 25.47912, -80.18036 25.47863, -80.18068 25.47842, -80.18096 25.47793, -80.18116 25.47744, -80.18147 25.47684, -80.18173 25.47638, -80.18195 25.47596, -80.18207 25.47553), (-80.18703 25.48158, -80.18712 25.48049, -80.18772 25.47984, -80.1882 25.4794), (-80.17761 25.49254, -80.17767 25.49209, -80.17767 25.49158, -80.17783 25.49048, -80.1779 25.48955, -80.17787 25.48929, -80.17782 25.48839, -80.17776 25.48719, -80.17761 25.48644, -80.17747 25.48599))"
Boca Chica Key,61,84,167,Monroe,SE,5.11333333,0.57022944,3,14,0.93333333,LOW,0.37,1.73205081,1,MED,0,999.999,0,not present,0,0,NO,NO,"MULTILINESTRING ((-81.67087 24.56775, -81.67128 24.56743, -81.6716 24.56719, -81.672 24.56681, -81.67224 24.56655, -81.67279 24.56613, -81.67374 24.56535, -81.67417 24.56504, -81.67483 24.56455, -81.67572 24.56394, -81.67592 24.56383, -81.67676 24.56331, -81.67685 24.56327))"
Boca Grande Key,11.5,31,65,Monroe,DT,1.692,1.26024769,5,11,1.3,LOW,0.924,1.36930639,6,MED,0,999.999,0,not present,0,0,NO,NO,"MULTILINESTRING ((-82.00789 24.53777, -82.00795 24.53775, -82.00795 24.53767, -82.00809 24.53761, -82.00848 24.5374, -82.00876 24.53714, -82.00896 24.5369, -82.00944 24.53643, -82.00954 24.53631, -82.0096 24.53614, -82.00967 24.5359, -82.00979 24.53536, -82.00988 24.53491, -82.00989 24.53443, -82.00985 24.53423, -82.00967 24.53383, -82.00958 24.53352, -82.00939 24.53279, -82.00931 24.53249, -82.00923 24.53215, -82.00895 24.53151, -82.00875 24.53106, -82.00837 24.53031, -82.00808 24.52986, -82.00801 24.52969, -82.00795 24.5295, -82.00779 24.52902, -82.00766 24.52877, -82.00763 24.5287, -82.00764 24.52855, -82.00767 24.52844, -82.00766 24.52837, -82.00759 24.52825, -82.00748 24.52816, -82.00653 24.52768, -82.00613 24.52758, -82.00589 24.52756))"
Boca Raton Beaches,200,181,178,Palm Beach,SE,98.428,0.21096586,5,3937,8,MED,20.352,0.6269047,814,HIGH,2.278,0.47148541,91,MED,0,0,NO,NO,"MULTILINESTRING ((-80.07183 26.33548, -80.07202 26.33523, -80.0722 26.33492, -80.07246 26.33366, -80.0726 26.33296, -80.07317 26.32934, -80.07313 26.32932, -80.07346 26.32793, -80.07382 26.32621, -80.07411 26.3246, -80.07441 26.32214, -80.07463 26.321), (-80.06618 26.39088, -80.06627 26.39029, -80.06648 26.38751, -80.06665 26.38481, -80.06682 26.38267, -80.06702 26.37931, -80.06703 26.37828, -80.06704 26.37799, -80.06717 26.37599, -80.06723 26.37521, -80.06732 26.37414, -80.06772 26.37056, -80.0679 26.36933, -80.06811 26.36648, -80.0681 26.36498, -80.06827 26.36334, -80.06873 26.36106, -80.0691 26.35692, -80.06908 26.35652, -80.06918 26.35309, -80.06919 26.35135, -80.06925 26.35026, -80.06944 26.34924, -80.06947 26.34855, -80.06969 26.34626, -80.06971 26.34588, -80.07002 26.34364, -80.07005 26.34327, -80.07009 26.34232, -80.07046 26.33906, -80.07052 26.33781, -80.07062 26.33616))"
Bonita Beach,69,47,28,Lee,SW,27.19,0.29967418,5,435,3.2,HIGH,0.062,2.23606798,1,LOW,0,999.999,0,not present,0,0,NO,NO,"MULTILINESTRING ((-81.86315 26.36434, -81.86311 26.36412, -81.86293 26.36379, -81.86272 26.36338, -81.86253 26.36304, -81.86238 26.36271, -81.86219 26.36228, -81.86201 26.36192, -81.86151 26.36102, -81.86103 26.36033, -81.86041 26.3593, -81.85978 26.35832, -81.85902 26.35719, -81.85867 26.35662, -81.85818 26.35599, -81.85778 26.35527, -81.85708 26.35423, -81.85662 26.35341, -81.85617 26.35263, -81.85577 26.35189, -81.8554 26.35121, -81.85493 26.35039, -81.85448 26.34957, -81.85404 26.34877, -81.85381 26.34827, -81.85343 26.34753, -81.85278 26.34609, -81.85224 26.34504, -81.85177 26.34402, -81.85123 26.34288, -81.85089 26.34223, -81.85072 26.34184, -81.85053 26.34138, -81.85033 26.34097, -81.84999 26.34008, -81.84975 26.33953, -81.84936 26.33873, -81.84907 26.33807, -81.84891 26.33762, -81.84858 26.33688, -81.84804 26.33562, -81.8474 26.33402, -81.84695 26.3331, -81.8466 26.33209, -81.84632 26.33155, -81.84615 26.33115, -81.84602 26.33094, -81.84583 26.33041, -81.84576 26.33022))"
Breakers,11.5,59,47,Palm Beach,SE,88.372,0.83898785,5,190,0.4,MED,1.398,0.91287093,3,MED,2.326,0.99957054,5,MED,0,0,NO,NO,"MULTILINESTRING ((-80.03386 26.71904, -80.03378 26.71866, -80.03366 26.71792, -80.03354 26.71739, -80.03348 26.71715, -80.03338 26.71694, -80.03334 26.71659, -80.03325 26.71602, -80.0332 26.71569, -80.03306 26.71461, -80.03303 26.71444, -80.03302 26.71417, -80.03302 26.71393, -80.03303 26.71372, -80.03303 26.71357, -80.03298 26.71324, -80.03296 26.71297, -80.03294 26.71275, -80.03295 26.71244, -80.03295 26.71219, -80.03294 26.71203, -80.03289 26.71175, -80.03302 26.71072))"
Bunche Beach,33,4,5,Lee,SW,0.57,1.04845663,5,4,1.4,LOW,0,999.999,0,not present,0,999.999,0,not present,0,0,NO,NO,"MULTILINESTRING ((-81.97162 26.47874, -81.97164 26.4787, -81.97158 26.47849, -81.97142 26.47825, -81.97119 26.47804, -81.97093 26.47783, -81.97034 26.4775, -81.96998 26.47728, -81.96969 26.47713, -81.96941 26.47698, -81.96932 26.47686, -81.96909 26.47675, -81.96874 26.47658, -81.96839 26.47644, -81.9681 26.47633, -81.96775 26.47616, -81.9674 26.47599, -81.9674 26.47594, -81.96728 26.47594, -81.96681 26.47561, -81.96609 26.4751, -81.96551 26.47467, -81.96505 26.47439, -81.96443 26.47399, -81.96395 26.47353, -81.96328 26.47301, -81.96229 26.47241, -81.96228 26.47234, -81.96228 26.47234, -81.9621 26.47226, -81.96165 26.47199, -81.9614 26.47179, -81.96106 26.47158, -81.96078 26.47142, -81.96057 26.4713, -81.96043 26.47126, -81.96024 26.47122, -81.96016 26.4711, -81.96011 26.47093, -81.95998 26.47091, -81.95996 26.47092))"
Cabbage/Shell Key,157,120,108,Pinellas,CW,4.268,1.09014729,5,98,4.36,LOW,0.044,2.23606798,1,LOW,0,999.999,0,not present,0,0,NO,NO,"MULTILINESTRING ((-82.73712 27.64992, -82.7373 27.64982, -82.73787 27.64977, -82.73844 27.64987, -82.73911 27.65016, -82.73949 27.65041, -82.74015 27.65091, -82.74059 27.65126, -82.74112 27.65162, -82.74188 27.65204, -82.74255 27.65237, -82.743 27.65251, -82.74337 27.65263, -82.74412 27.65281, -82.74466 27.65297, -82.74478 27.65301, -82.7452 27.65325, -82.74546 27.65353, -82.74584 27.65366, -82.74612 27.65384, -82.74623 27.65407, -82.74626 27.65453, -82.74618 27.65494, -82.74612 27.65511, -82.74586 27.6558, -82.74566 27.65677, -82.74557 27.65762, -82.74544 27.65813, -82.74533 27.65858, -82.74522 27.659, -82.74521 27.65928, -82.74512 27.65964, -82.74498 27.66061, -82.74482 27.66178, -82.74475 27.66253, -82.74475 27.6636, -82.74478 27.66471, -82.74474 27.6654, -82.74474 27.66566, -82.74475 27.66601, -82.74473 27.66642, -82.74476 27.66696, -82.74481 27.66753, -82.74488 27.66864, -82.74492 27.66883, -82.745 27.66943, -82.74497 27.67035, -82.74496 27.67035, -82.74481 27.67082, -82.74447 27.67146, -82.74409 27.67221, -82.7437 27.67309, -82.74345 27.67389, -82.74324 27.67469, -82.74258 27.67547, -82.74169 27.676, -82.74044 27.67624, -82.73981 27.67605, -82.73931 27.67579, -82.73894 27.67541, -82.73867 27.67506, -82.73862 27.67499, -82.73798 27.67464, -82.73774 27.67458, -82.73762 27.67454, -82.73723 27.6745, -82.73721 27.67448, -82.73685 27.67447, -82.7368 27.67446, -82.73652 27.67445, -82.73598 27.67448, -82.73578 27.67452, -82.73531 27.67458, -82.73482 27.6747, -82.73461 27.67476, -82.73368 27.67493, -82.73339 27.67495, -82.73326 27.67495, -82.73297 27.6749, -82.73266 27.67483, -82.7325 27.67472, -82.7323 27.67456, -82.73222 27.67443))"
Caladesi Island State Park,124,117,86,Pinellas,CW,1.484,0.68045287,5,27,3.64,LOW,0,999.999,0,not present,0,999.999,0,not present,0,0,NO,NO,"MULTILINESTRING ((-82.82713 28.01944, -82.82697 28.01966, -82.82689 28.01993, -82.82678 28.0203, -82.82671 28.02059, -82.82664 28.02091, -82.82656 28.02145, -82.82648 28.02178, -82.82642 28.02203, -82.82633 28.02234, -82.8262 28.02259, -82.8261 28.02289, -82.82597 28.02334, -82.82588 28.0237, -82.82558 28.02445, -82.82535 28.02516, -82.82518 28.02562, -82.82505 28.02601, -82.82486 28.02651, -82.8247 28.0269, -82.82449 28.02747, -82.82315 28.03102, -82.82245 28.03261, -82.82231 28.03308, -82.8221 28.03358, -82.82192 28.03426, -82.82168 28.03479, -82.8216 28.0351, -82.82147 28.03547, -82.82137 28.03618, -82.82106 28.0378, -82.82092 28.03853, -82.82061 28.0402, -82.82043 28.04099, -82.82032 28.0414, -82.82024 28.04197, -82.82016 28.0422, -82.82004 28.04252, -82.82 28.04277, -82.81996 28.04306, -82.81995 28.04328, -82.81994 28.04354, -82.81993 28.04377, -82.81993 28.04382, -82.8199 28.04405, -82.81982 28.04436, -82.81969 28.0446, -82.81958 28.045, -82.81947 28.04533, -82.81938 28.04557, -82.81936 28.04566, -82.81923 28.04614, -82.819 28.04659, -82.81889 28.04678, -82.8188 28.04694, -82.81869 28.04707, -82.81865 28.04731, -82.81861 28.0475, -82.81857 28.04777, -82.81855 28.04813, -82.81853 28.04838, -82.81845 28.04871, -82.81843 28.04929, -82.81848 28.04975, -82.81832 28.05022, -82.81802 28.05059, -82.81752 28.05108, -82.81734 28.05125, -82.81706 28.05134, -82.81673 28.05153, -82.81647 28.05161, -82.81626 28.05164, -82.81602 28.05169, -82.81593 28.05157, -82.8162 28.05101))"
Camp Helen State Park,102,83,96,Bay,NW,0.5,2.23606798,5,2,0.8,LOW,0,999.999,0,not present,0,999.999,0,not present,0,0,NO,NO,"MULTILINESTRING ((-85.99591 30.26938, -85.99536 30.26912, -85.99492 30.26892, -85.99449 30.26873, -85.99419 30.26859, -85.99376 30.26837, -85.99349 30.26822, -85.99309 30.26808, -85.9928 30.26797, -85.9926 30.26786, -85.99235 30.2678, -85.9921 30.26769, -85.99189 30.2676, -85.99157 30.26746, -85.99133 30.26735, -85.99107 30.26721, -85.99085 30.26705))"
Canaveral Air Force Station,202,206,210,Brevard,CE,101.134,0.16509564,5,10619,21,MED,7.43,0.67353474,780,MED,0.468,0.34134574,49,MED,0,0,NO,NO,"MULTILINESTRING ((-80.5691 28.56862, -80.56906 28.56833, -80.56755 28.56075, -80.56724 28.55878, -80.56673 28.55577, -80.56633 28.55352, -80.56607 28.5515, -80.56533 28.54747, -80.56456 28.54299, -80.56436 28.5419, -80.56393 28.53969, -80.56328 28.53717, -80.56297 28.5362, -80.56214 28.53376, -80.56141 28.53169, -80.56058 28.52886, -80.5592 28.52513, -80.55898 28.52461, -80.55766 28.521, -80.55609 28.51753, -80.55583 28.51664, -80.5549 28.51441, -80.55162 28.50821, -80.55063 28.5064, -80.54891 28.5033, -80.54693 28.5001, -80.54594 28.49828, -80.54383 28.49461, -80.54256 28.49207, -80.54138 28.48971, -80.53898 28.4849, -80.53746 28.48198, -80.53555 28.47805, -80.53301 28.47284, -80.53048 28.46872, -80.52993 28.46751, -80.52848 28.46478, -80.52798 28.46395, -80.52688 28.46245, -80.52636 28.4614, -80.5262 28.46055, -80.52587 28.45949, -80.52557 28.45757, -80.52541 28.45688, -80.52541 28.45612, -80.52544 28.45506, -80.52618 28.45284, -80.52693 28.45118, -80.52757 28.45029, -80.5293 28.44907, -80.52994 28.44888, -80.53053 28.44854, -80.53133 28.44831, -80.53295 28.44806, -80.53383 28.44783, -80.53527 28.44771, -80.53601 28.44754, -80.53694 28.44702, -80.53754 28.44682, -80.53829 28.44676, -80.53963 28.44699, -80.54219 28.44617, -80.54468 28.44501, -80.54722 28.44369, -80.54835 28.4431, -80.54977 28.44238, -80.55387 28.44058, -80.55637 28.43971, -80.55768 28.43904, -80.55923 28.43846, -80.56239 28.43654, -80.56325 28.43599, -80.56397 28.43548, -80.565 28.43471, -80.5663 28.43369, -80.5678 28.43244, -80.56883 28.4315, -80.57213 28.42858, -80.57318 28.42754, -80.57383 28.42685, -80.57468 28.42599, -80.57708 28.42357, -80.57766 28.42296, -80.57996 28.42045, -80.58083 28.41924, -80.58257 28.41644, -80.58296 28.41545, -80.58363 28.41346, -80.58409 28.41203, -80.58414 28.41179, -80.58416 28.41156))"
Canaveral National Seashore,175,183,195,Brevard,CE,125.94,0.18018439,5,12657,20.1,MED,57.822,0.93503118,5811,HIGH,0.68,0.13357281,68,MED,0,2,NO,YES,"MULTILINESTRING ((-80.73297 28.7912, -80.73195 28.78969, -80.72908 28.78532, -80.72635 28.78129, -80.72491 28.77916, -80.72179 28.77458, -80.72041 28.77249, -80.71952 28.77109, -80.71817 28.76905, -80.71637 28.76622, -80.7157 28.76526, -80.71348 28.7621, -80.71267 28.76099, -80.71088 28.75837, -80.70947 28.75631, -80.70798 28.75435, -80.70619 28.75183, -80.70457 28.74961, -80.70348 28.7481, -80.70061 28.74431, -80.70013 28.74356, -80.70006 28.74351, -80.6988 28.74193, -80.69674 28.73933, -80.69397 28.73571, -80.6901 28.73095, -80.68825 28.72848, -80.68473 28.72405, -80.68358 28.72256, -80.68188 28.72046, -80.67874 28.71648, -80.67597 28.71337, -80.67371 28.71073, -80.67107 28.70768, -80.66933 28.70543, -80.66586 28.70117, -80.66476 28.69969, -80.66165 28.69553, -80.65995 28.69328, -80.65936 28.69254, -80.65575 28.68778, -80.6536 28.68499, -80.65189 28.68302, -80.65111 28.68212, -80.65014 28.68094, -80.64843 28.67897, -80.6459 28.67569, -80.64111 28.6688, -80.63937 28.66624, -80.63854 28.66508, -80.63755 28.66377, -80.63711 28.66311, -80.63633 28.66206, -80.6335 28.65824, -80.63288 28.65735, -80.63185 28.65588, -80.62911 28.65177, -80.62794 28.65005, -80.62714 28.64886, -80.6257 28.64674, -80.6248 28.64538, -80.62403 28.6442))"
Canaveral National Seashore (Volusia County),121,182,189,Volusia,CE,83.668,0.17693621,5,7572,18.1,LOW,25.138,0.85427962,2275,HIGH,0.584,0.18186189,53,MED,0,0,NO,NO,"MULTILINESTRING ((-80.83015 28.93863, -80.82898 28.93705, -80.8287 28.93646, -80.82316 28.92863, -80.82294 28.92829, -80.82252 28.92758, -80.82161 28.92637, -80.82037 28.92454, -80.81992 28.92386, -80.81882 28.92229, -80.8181 28.92133, -80.8179 28.92103, -80.81782 28.9209, -80.81713 28.91985, -80.81669 28.91922, -80.81638 28.91878, -80.81584 28.91786, -80.81575 28.91775, -80.81539 28.91715, -80.81509 28.91668, -80.81508 28.91667, -80.80903 28.90776, -80.80403 28.90046, -80.80396 28.90034, -80.80339 28.89963, -80.80275 28.89877, -80.80195 28.89751, -80.80148 28.89685, -80.80064 28.89559, -80.79956 28.89404, -80.79843 28.89241, -80.79733 28.89076, -80.79656 28.88967, -80.7949 28.88716, -80.79377 28.88544, -80.79266 28.88377, -80.79189 28.88263, -80.79059 28.88085, -80.78981 28.87966, -80.78878 28.87809, -80.78778 28.87656, -80.78743 28.8761, -80.78667 28.87491, -80.78532 28.87286, -80.78394 28.87085, -80.78316 28.86957, -80.78284 28.86906, -80.78271 28.86887, -80.78252 28.86859, -80.7815 28.86702, -80.78051 28.86543, -80.77952 28.86391, -80.77901 28.86308, -80.77894 28.86299, -80.77762 28.86091, -80.77657 28.85925, -80.77549 28.85748, -80.77464 28.8562, -80.77455 28.85606, -80.77356 28.85445, -80.77231 28.85258, -80.77133 28.85103, -80.77034 28.84941, -80.76957 28.84825, -80.76828 28.84619, -80.7668 28.84394, -80.76603 28.84265, -80.76532 28.84157, -80.76395 28.8394, -80.763 28.83793, -80.76191 28.83611, -80.76036 28.83356, -80.75913 28.83167, -80.75765 28.82931, -80.7574 28.82888, -80.7565 28.82739, -80.75547 28.82574, -80.75433 28.82403, -80.75332 28.82225, -80.75299 28.82175, -80.75138 28.81924, -80.75008 28.81714, -80.74882 28.81515, -80.74849 28.81458, -80.74713 28.81254, -80.746 28.81088, -80.74496 28.80933, -80.74408 28.80794, -80.74386 28.80753, -80.74197 28.80462, -80.74025 28.802, -80.73921 28.80048, -80.73851 28.79941, -80.73773 28.79824, -80.73678 28.79685, -80.73597 28.79554, -80.73519 28.79438, -80.73454 28.79339, -80.73373 28.79223, -80.73297 28.7912))"
Cape Florida State Park,141,192,169,Miami-Dade,SE,42.5,0.25328294,5,425,2,MED,0.1,2.23606798,1,LOW,0.2,2.23606798,2,MED,0,0,NO,NO,"MULTILINESTRING ((-80.1553 25.68302, -80.15533 25.68293, -80.15532 25.68286, -80.1553 25.68278, -80.15529 25.68272, -80.15527 25.68266, -80.15524 25.68259, -80.15522 25.68254, -80.15519 25.68246, -80.15517 25.68242, -80.15514 25.68237, -80.15511 25.68231, -80.15508 25.68226, -80.15507 25.68222, -80.15506 25.68214, -80.15504 25.68207, -80.15503 25.68199, -80.15502 25.68191, -80.15501 25.68183, -80.155 25.68179, -80.15499 25.6817, -80.15498 25.68162, -80.15497 25.68157, -80.15496 25.68148, -80.15495 25.68145, -80.15494 25.68138, -80.15493 25.68132, -80.1549 25.68123, -80.15488 25.68115, -80.15485 25.6811, -80.15482 25.68102, -80.1548 25.68095, -80.15477 25.68088, -80.15474 25.68079, -80.15472 25.68073, -80.1547 25.68067, -80.15468 25.6806, -80.15466 25.68054, -80.15464 25.68046, -80.15461 25.68039, -80.15459 25.6803, -80.15458 25.68022, -80.15457 25.68015, -80.15456 25.68009, -80.15455 25.68003, -80.15454 25.67995, -80.15452 25.67988, -80.15451 25.67983, -80.1545 25.67977, -80.15448 25.6797, -80.15447 25.67962, -80.15446 25.67955, -80.15445 25.67948, -80.15444 25.67941, -80.15444 25.67933, -80.15443 25.67926, -80.15443 25.6792, -80.15443 25.67914, -80.15442 25.67907, -80.15442 25.67901, -80.15442 25.67894, -80.15441 25.67888, -80.1544 25.67884, -80.15439 25.67877, -80.15438 25.67871, -80.15437 25.67863, -80.15435 25.67856, -80.15433 25.67849, -80.15432 25.67843, -80.1543 25.67836, -80.15429 25.6783, -80.15428 25.67824, -80.15427 25.67818, -80.15426 25.67811, -80.15425 25.67803, -80.15424 25.67795, -80.15423 25.67786, -80.15422 25.6778, -80.15421 25.67772, -80.1542 25.67764, -80.15418 25.67755, -80.15417 25.67747, -80.15415 25.67738, -80.15414 25.67732, -80.15413 25.67726, -80.15412 25.6772, -80.1541 25.67713, -80.15408 25.67706, -80.15406 25.67698, -80.15404 25.6769, -80.15401 25.67683, -80.15399 25.67676, -80.15397 25.67668, -80.15395 25.67659, -80.15393 25.6765, -80.15393 25.67645, -80.15392 25.6764, -80.1539 25.6763, -80.1539 25.67625, -80.15389 25.6762, -80.15388 25.67615, -80.15388 25.67611, -80.15387 25.67603, -80.15386 25.67596, -80.15385 25.67588, -80.15384 25.67584, -80.15383 25.67576, -80.15381 25.67569, -80.15379 25.67561, -80.15377 25.67554, -80.15375 25.67547, -80.15372 25.6754, -80.15371 25.67535, -80.15369 25.6753, -80.15367 25.67525, -80.15365 25.6752, -80.15364 25.67516, -80.15361 25.67511, -80.15357 25.67502, -80.15354 25.67494, -80.15351 25.67487, -80.15348 25.67479, -80.15346 25.67475, -80.15343 25.6747, -80.15339 25.67464, -80.15337 25.67463, -80.15332 25.67459, -80.15326 25.67456, -80.15325 25.67454, -80.15324 25.67453, -80.15323 25.67451, -80.15321 25.67442, -80.15318 25.67434, -80.15317 25.67428, -80.15316 25.67422, -80.15315 25.67416, -80.15314 25.67408, -80.15313 25.674, -80.15313 25.67393, -80.15312 25.67387, -80.15311 25.6738, -80.15311 25.67373, -80.15309 25.67366, -80.15308 25.67359, -80.15307 25.67354, -80.15306 25.67346, -80.15304 25.67338, -80.15303 25.67332, -80.15301 25.67327, -80.153 25.6732, -80.15298 25.67314, -80.15296 25.67308, -80.15295 25.67303, -80.15292 25.67296, -80.1529 25.67288, -80.15288 25.67283, -80.15285 25.67275, -80.15284 25.6727, -80.15283 25.67264, -80.15283 25.67255, -80.15283 25.6725, -80.15284 25.67241, -80.15284 25.67237, -80.15283 25.67229, -80.15281 25.67221, -80.1528 25.67215, -80.15278 25.67208, -80.15277 25.67201, -80.15277 25.67197, -80.15278 25.67191, -80.15279 25.67188, -80.15282 25.67181, -80.15285 25.67174, -80.15288 25.67167, -80.1529 25.67161, -80.15293 25.67155, -80.15296 25.67147, -80.15298 25.67141, -80.15301 25.67134, -80.15304 25.67127, -80.15307 25.67121, -80.15309 25.67115, -80.15311 25.67108, -80.15312 25.67105, -80.15314 25.67098, -80.15316 25.67092, -80.15318 25.67084, -80.15319 25.6708, -80.1532 25.67071, -80.15321 25.67065, -80.15321 25.67058, -80.15321 25.67054, -80.15323 25.67049, -80.15325 25.67046, -80.15329 25.6704, -80.15335 25.67033, -80.15339 25.67028, -80.15344 25.67023, -80.15351 25.67017, -80.15353 25.67015, -80.15357 25.67011, -80.15362 25.67005, -80.15366 25.67, -80.1537 25.66993, -80.15375 25.66986, -80.15378 25.66979, -80.15381 25.66973, -80.15385 25.66965, -80.15388 25.66959, -80.15393 25.66952, -80.15397 25.66945, -80.15402 25.66938, -80.15407 25.66932, -80.15411 25.66926, -80.15416 25.6692, -80.15421 25.66912, -80.15424 25.66908, -80.15428 25.66904, -80.15431 25.66901, -80.15434 25.66897, -80.1544 25.6689, -80.15444 25.66885, -80.15448 25.66879, -80.15453 25.66873, -80.15459 25.66866, -80.15464 25.66859, -80.15468 25.66853, -80.15472 25.66848, -80.15476 25.66842, -80.1548 25.66836, -80.15484 25.66831, -80.15488 25.66824, -80.15493 25.66817, -80.15496 25.66812, -80.15501 25.66805, -80.15509 25.66792, -80.15516 25.66782, -80.1552 25.66775, -80.15531 25.66759, -80.15535 25.66753, -80.15541 25.66741, -80.15544 25.66736, -80.15548 25.6673, -80.15555 25.66717, -80.15558 25.66704, -80.1557 25.66685, -80.15583 25.66672))"
